city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,36,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Unknown,1,56,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,123,0.0
city_94,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,1,36,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,43,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,1,24,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,20,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,Unknown,Unknown,never,22,1.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,4,Unknown,Pvt Ltd,2,166,0.0
city_75,0.939,Male,No relevent experience,Full time course,Graduate,STEM,5,Unknown,Pvt Ltd,never,48,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,1,85,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,>4,15,0.0
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,NGO,never,24,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,34,1.0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,17,0.0
city_145,0.555,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Pvt Ltd,never,25,1.0
city_149,0.6890000000000001,Unknown,No relevent experience,Full time course,Primary School,Unknown,4,Unknown,Unknown,1,42,1.0
city_72,0.795,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Pvt Ltd,never,54,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Masters,STEM,5,Unknown,Unknown,never,24,1.0
city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Unknown,Unknown,1,60,1.0
city_100,0.887,Unknown,No relevent experience,no_enrollment,High School,Unknown,4,Unknown,Unknown,1,72,1.0
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,>4,26,0.0
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,Unknown,Unknown,1,28,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Early Stage Startup,never,102,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Unknown,>4,13,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,18,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,Pvt Ltd,1,284,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,Unknown,2,Unknown,Unknown,1,31,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,>4,28,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,2,13,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Public Sector,never,82,1.0
city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,1,30,0.0
city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,30,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,6,100-500,Funded Startup,1,38,0.0
city_73,0.754,Male,Has relevent experience,Full time course,High School,Unknown,7,Unknown,Unknown,1,76,1.0
city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,7,0.0
city_21,0.624,Unknown,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,77,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,10/49,Early Stage Startup,1,21,0.0
city_16,0.91,Unknown,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,52,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,29,1.0
city_128,0.527,Male,No relevent experience,Full time course,High School,Unknown,4,Unknown,Pvt Ltd,never,56,1.0
city_103,0.92,Male,Has relevent experience,Full time course,High School,Unknown,8,10000+,Pvt Ltd,1,39,0.0
city_67,0.855,Unknown,No relevent experience,Full time course,Masters,Business Degree,1,500-999,Pvt Ltd,never,11,0.0
city_83,0.923,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,11,0.0
city_90,0.698,Unknown,No relevent experience,no_enrollment,High School,Unknown,1,Unknown,Unknown,never,98,0.0
city_101,0.5579999999999999,Male,No relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,never,71,1.0
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,22,0.0
city_106,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Unknown,Unknown,1,23,1.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,1,332,0.0
city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,81,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Unknown,Unknown,1,62,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,4,31,0.0
city_167,0.921,Male,Has relevent experience,no_enrollment,High School,Unknown,14,100-500,Pvt Ltd,1,26,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Other,>20,Unknown,Unknown,never,21,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,19,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,2,19,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,44,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,20,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,98,0.0
city_36,0.893,Male,Has relevent experience,Full time course,Graduate,STEM,9,Unknown,Unknown,4,178,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Funded Startup,2,62,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,81,0.0
city_162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,2,71,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,>4,72,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,45,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,NGO,2,17,1.0
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,146,0.0
city_71,0.884,Female,No relevent experience,no_enrollment,Phd,STEM,>20,50-99,Public Sector,>4,27,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,23,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,8,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Public Sector,never,36,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,72,0.0
city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,never,44,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,50,1.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,16,0.0
city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,10,Unknown,Unknown,2,31,1.0
city_103,0.92,Male,No relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,1,9,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Other,1,14,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,Unknown,Public Sector,2,310,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,94,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,3,9,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Funded Startup,1,88,0.0
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,<1,Unknown,Unknown,2,26,1.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,1,11,0.0
city_41,0.8270000000000001,Unknown,No relevent experience,no_enrollment,Masters,Business Degree,2,1000-4999,Pvt Ltd,1,36,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,44,0.0
city_44,0.725,Unknown,No relevent experience,Full time course,Graduate,Other,7,Unknown,Unknown,never,112,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,2,46,1.0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,28,1.0
city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10/49,Early Stage Startup,1,22,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Unknown,Unknown,1,44,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,3,32,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,Unknown,19,100-500,Public Sector,>4,23,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Unknown,Unknown,>4,47,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,2,78,0.0
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,Other,7,1000-4999,Pvt Ltd,never,57,0.0
city_24,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,69,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,10000+,Public Sector,>4,69,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,12,<10,Funded Startup,1,51,0.0
city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,84,0.0
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Unknown,1,42,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,Unknown,11,50-99,Pvt Ltd,1,9,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Unknown,>4,6,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,3,Unknown,Unknown,1,33,1.0
city_152,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Unknown,1,55,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,20,100-500,NGO,4,35,0.0
city_36,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,2,Unknown,Unknown,never,222,0.0
city_114,0.926,Unknown,No relevent experience,Full time course,Graduate,STEM,7,Unknown,Unknown,2,212,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,never,250,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,3,36,0.0
city_36,0.893,Male,Has relevent experience,no_enrollment,High School,Unknown,12,Unknown,Unknown,2,4,0.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Unknown,Unknown,2,80,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,Unknown,Unknown,never,44,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,33,0.0
city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,46,0.0
city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,39,0.0
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Primary School,Unknown,16,Unknown,Unknown,>4,154,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,never,111,0.0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,88,1.0
city_50,0.8959999999999999,Unknown,No relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,1,20,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Unknown,Unknown,1,8,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,2,42,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Unknown,Unknown,2,74,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Unknown,4,Unknown,Unknown,never,154,0.0
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,Unknown,Unknown,1,116,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,High School,Unknown,7,5000-9999,Pvt Ltd,2,57,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,12,0.0
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Unknown,Unknown,>4,23,0.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,2,7,1.0
city_145,0.555,Unknown,Has relevent experience,no_enrollment,Graduate,Unknown,3,50-99,Pvt Ltd,2,5,1.0
city_114,0.926,Unknown,Has relevent experience,no_enrollment,High School,Unknown,11,10000+,Other,>4,107,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,2,11,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,85,0.0
city_21,0.624,Unknown,No relevent experience,no_enrollment,Graduate,Unknown,2,Unknown,Unknown,never,72,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,50,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,500-999,Pvt Ltd,2,73,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,100-500,Pvt Ltd,2,156,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,1000-4999,NGO,>4,172,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,74,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,Unknown,Unknown,2,4,1.0
city_103,0.92,Male,No relevent experience,Part time course,High School,Unknown,3,Unknown,Unknown,1,24,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Unknown,Unknown,>4,99,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,Unknown,Pvt Ltd,1,2,1.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,Unknown,3,Unknown,Early Stage Startup,>4,132,1.0
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,2,37,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Early Stage Startup,>4,94,0.0
city_11,0.55,Unknown,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,never,14,1.0
city_13,0.8270000000000001,Male,No relevent experience,no_enrollment,Masters,STEM,7,<10,Unknown,1,44,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,80,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,Other,1,<10,Unknown,1,24,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,3,27,1.0
city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Unknown,Unknown,1,154,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,11,Unknown,Unknown,1,55,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,Unknown,6,Unknown,Unknown,1,156,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,58,0.0
city_28,0.939,Male,Has relevent experience,Full time course,High School,Unknown,8,Unknown,Unknown,never,180,0.0
city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,Humanities,10,Unknown,Unknown,never,27,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,NGO,2,246,0.0
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,1,4,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,128,0.0
city_160,0.92,Unknown,No relevent experience,no_enrollment,Primary School,Unknown,<1,Unknown,Unknown,never,53,0.0
city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Primary School,Unknown,4,Unknown,Unknown,1,40,1.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Early Stage Startup,1,102,0.0
city_67,0.855,Male,No relevent experience,Full time course,High School,Unknown,7,Unknown,Unknown,1,55,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,143,0.0
city_91,0.691,Unknown,Has relevent experience,Full time course,Graduate,STEM,4,Unknown,NGO,1,34,1.0
city_83,0.923,Male,No relevent experience,Full time course,Masters,STEM,4,Unknown,Unknown,1,83,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,Unknown,3,Unknown,Unknown,never,9,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,2,81,1.0
city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,62,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,12,0.0
city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,2,41,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Unknown,Unknown,never,100,1.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,Unknown,Unknown,never,75,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,Unknown,Public Sector,4,86,0.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,3,54,0.0
city_21,0.624,Unknown,No relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,never,145,0.0
city_165,0.903,Male,Has relevent experience,no_enrollment,Phd,STEM,4,5000-9999,Public Sector,2,21,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,44,1.0
city_138,0.836,Female,Has relevent experience,no_enrollment,Phd,Humanities,18,50-99,Pvt Ltd,>4,23,0.0
city_114,0.926,Male,Has relevent experience,Part time course,High School,Unknown,15,50-99,Pvt Ltd,3,72,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,4,65,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,24,0.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,17,Unknown,Public Sector,4,20,0.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,3,8,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,104,0.0
city_21,0.624,Male,No relevent experience,Full time course,High School,Unknown,4,Unknown,Unknown,never,44,0.0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,74,1.0
city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,>4,8,0.0
city_28,0.939,Other,No relevent experience,Full time course,Graduate,No Major,2,50-99,Pvt Ltd,1,45,0.0
city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,never,7,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,68,0.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,4,24,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,65,0.0
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Arts,4,50-99,Funded Startup,1,31,0.0
city_173,0.878,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,2,4,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,86,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,2,258,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,42,0.0
city_117,0.698,Unknown,Has relevent experience,Full time course,Graduate,Unknown,1,<10,Early Stage Startup,1,112,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,Unknown,Unknown,2,47,1.0
city_50,0.8959999999999999,Unknown,No relevent experience,no_enrollment,High School,Unknown,2,100-500,Pvt Ltd,2,27,0.0
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Unknown,Unknown,1,6,1.0
city_103,0.92,Unknown,Has relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,55,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Unknown,Public Sector,2,107,1.0
city_128,0.527,Male,No relevent experience,no_enrollment,Masters,STEM,4,Unknown,Unknown,3,48,0.0
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Pvt Ltd,never,4,1.0
city_155,0.556,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,50,1.0
city_160,0.92,Male,Has relevent experience,Full time course,High School,Unknown,15,10/49,Funded Startup,2,33,0.0
city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,11,0.0
city_19,0.682,Unknown,No relevent experience,no_enrollment,Graduate,STEM,4,Unknown,Unknown,1,34,1.0
city_134,0.698,Male,No relevent experience,no_enrollment,Graduate,Unknown,3,Unknown,Unknown,never,37,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,1,Unknown,Unknown,1,23,1.0
city_24,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,never,11,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10/49,Pvt Ltd,>4,57,0.0
city_70,0.698,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Other,1,140,1.0
city_21,0.624,Unknown,No relevent experience,Full time course,Masters,STEM,1,Unknown,Unknown,never,16,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,32,0.0
city_23,0.899,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,39,0.0
city_20,0.7959999999999999,Unknown,No relevent experience,no_enrollment,Graduate,Unknown,1,100-500,Unknown,1,88,0.0
city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,20,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,18,0.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,Unknown,3,Unknown,Unknown,1,28,1.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,Arts,12,50-99,Pvt Ltd,3,28,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,Unknown,9,10/49,Early Stage Startup,1,2,1.0
city_61,0.913,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,116,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,1,24,0.0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,1,26,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,24,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,330,0.0
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,never,44,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,107,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,11,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Unknown,Unknown,1,107,0.0
city_73,0.754,Unknown,No relevent experience,no_enrollment,Primary School,Unknown,2,Unknown,Pvt Ltd,never,102,0.0
city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,2,158,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,1,59,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,74,0.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,60,1.0
city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,1,12,1.0
city_100,0.887,Unknown,No relevent experience,no_enrollment,Masters,STEM,8,Unknown,Unknown,2,88,1.0
city_26,0.698,Male,Has relevent experience,Full time course,High School,Unknown,6,10/49,Unknown,1,78,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,50,0.0
city_16,0.91,Male,No relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,never,16,0.0
